time,FOL_X,FOL_Y,FOL_Z,FOR_X,FOR_Y,FOR_Z,FVL_X,FVL_Y,FVL_Z,FVR_X,FVR_Y,FVR_Z,EOL,EOR,PPLX,PPLY,PPRX,PPRY,AOIName,PCL_X,PCL_Y,PCL_Z,PCR_X,PCR_Y,PCR_Z
185.879074,-3.549875,2.743639,1.023558,-3.900224,-2.977917,1.031493,0.987137,0.159103,-0.015610,0.993347,0.114227,-0.013565,1.000000,1.000000,0.466601,0.418095,0.034503,0.378380,NULL,5.783576,47.766926,82.874146,4.467003,18.945456,-25.505655
185.901291,-3.551177,2.743344,1.023621,-3.897838,-2.979274,1.029924,0.985336,0.161621,-0.054565,0.991745,0.125656,-0.025482,1.000000,1.000000,0.466601,0.406388,0.038644,0.373966,NULL,5.771705,47.762039,82.871429,4.438910,18.963692,-25.506529
185.923508,-3.551363,2.742496,1.023550,-3.894284,-2.981357,1.028717,0.985779,0.159973,-0.051193,0.990921,0.133560,-0.015198,1.000000,1.000000,0.466929,0.407495,0.042369,0.376536,NULL,5.763788,47.769817,82.870140,4.411496,18.976252,-25.510532
185.945724,-3.553479,2.741332,1.023621,-3.893306,-2.982405,1.028036,0.986877,0.152969,-0.051651,0.991959,0.125687,-0.014542,1.000000,1.000000,0.465846,0.406388,0.041009,0.376529,NULL,5.743229,47.756802,82.874794,4.404968,18.984196,-25.510420
185.967941,-3.554331,2.740659,1.023688,-3.892809,-2.984885,1.026694,0.986725,0.153732,-0.052063,0.991852,0.125092,-0.023880,1.000000,1.000000,0.466601,0.406225,0.042675,0.372881,NULL,5.737429,47.740704,82.883690,4.392366,18.968569,-25.517523
185.990158,-3.566783,2.733454,1.021239,-3.899498,-2.987607,1.027266,0.958664,0.283432,-0.024765,0.992294,0.123184,-0.012238,1.000000,1.000000,0.509750,0.411023,0.044196,0.375625,NULL,5.733870,47.723499,82.881035,4.381647,18.956116,-25.539829
186.012375,-3.559666,2.730779,1.020499,-3.898871,-2.988042,1.027034,0.975647,0.199570,-0.090836,0.988266,0.151245,-0.021149,1.000000,1.000000,0.486262,0.392398,0.052293,0.372719,NULL,5.726545,47.717060,82.876976,4.358590,18.957613,-25.574610
186.034592,-3.560208,2.727417,1.020538,-3.899513,-2.991098,1.026547,0.984695,0.166504,-0.051224,0.989044,0.145859,-0.022598,1.000000,1.000000,0.480725,0.404465,0.053075,0.371903,NULL,5.703476,47.688663,82.883270,4.311879,18.953064,-25.628689
186.056808,-3.563165,2.724295,1.019693,-3.899695,-2.996407,1.025702,0.982407,0.185410,-0.021759,0.991013,0.131882,-0.022263,1.000000,1.000000,0.489182,0.412060,0.053120,0.371432,NULL,5.701088,47.679573,82.872192,4.288882,18.934137,-25.674192
186.079025,-3.564365,2.718907,1.018884,-3.900334,-2.999694,1.025491,0.985306,0.153870,-0.074081,0.986130,0.162323,-0.034424,1.000000,1.000000,0.483302,0.395413,0.063926,0.367225,NULL,5.700634,47.670761,82.862915,4.257720,18.915716,-25.723042
186.101242,-3.568295,2.715558,1.019157,-3.901799,-3.003406,1.025415,0.976227,0.214767,-0.028839,0.984970,0.170776,-0.025299,1.000000,1.000000,0.504383,0.409498,0.069033,0.369497,NULL,5.673742,47.654106,82.875793,4.207066,18.928905,-25.754309
186.123459,-3.567703,2.708371,1.014021,-3.902439,-3.010089,1.023644,0.973907,0.218338,-0.061646,0.985809,0.166092,-0.024017,1.000000,1.000000,0.509948,0.396013,0.072690,0.368492,NULL,5.671324,47.646790,82.870667,4.200284,18.912239,-25.762333
186.145676,-3.589943,2.755249,1.023645,-3.890279,-2.967563,1.018999,0.992950,0.114532,-0.030319,0.995377,0.088547,-0.037155,1.000000,1.000000,0.445587,0.405446,0.019811,0.363951,NULL,5.661469,47.639622,82.860901,4.208676,18.882748,-25.760139
186.167892,-3.604351,2.778651,1.028478,-3.949659,-2.942319,1.032689,0.995651,0.044769,-0.081619,0.996902,0.068100,-0.039078,1.000000,1.000000,0.408054,0.390312,-0.004686,0.364011,NULL,5.666593,47.652092,82.838722,4.233963,18.841581,-25.756834
186.190109,-3.610866,2.773962,1.028049,-3.916132,-2.946832,1.024851,0.993423,0.101669,-0.052643,0.997345,0.058334,-0.043350,1.000000,1.000000,0.427702,0.398181,-0.003918,0.362540,NULL,5.658409,47.632046,82.831764,4.265456,18.817423,-25.738005
186.212326,-3.549216,2.767095,1.012637,-3.896862,-2.952918,1.019669,0.994431,0.098938,-0.036102,0.994751,0.082230,-0.060638,1.000000,1.000000,0.430712,0.401802,0.007223,0.356614,NULL,5.639647,47.614407,82.826035,4.291094,18.802238,-25.731926
﻿186.234543,-3.553430,2.764070,1.012273,-3.916312,-2.956807,1.023689,0.993881,0.104782,-0.034836,0.996170,0.076950,-0.041504,1.000000,1.000000,0.434644,0.401060,0.008578,0.361919,NULL,5.635362,47.612995,82.808449,4.277479,18.790136,-25.755085
186.256760,-3.580350,2.760338,1.015874,-3.893471,-2.963565,1.015829,0.995132,0.090210,-0.039307,0.994415,0.088791,-0.057022,1.000000,1.000000,0.434159,0.397703,0.016925,0.355234,NULL,5.615273,47.580143,82.811058,4.229374,18.811419,-25.785393
186.278976,-3.561633,2.753302,1.011063,-3.884773,-2.970845,1.013712,0.992477,0.114838,-0.042358,0.993195,0.110886,-0.035202,1.000000,1.000000,0.445631,0.396728,0.028444,0.361280,NULL,5.608425,47.558704,82.801193,4.231660,18.782616,-25.786753
186.301193,-3.576538,2.750199,1.013370,-3.903192,-2.975343,1.017703,0.986618,0.123245,-0.106674,0.993362,0.101242,-0.054398,1.000000,1.000000,0.449556,0.377926,0.029006,0.355559,NULL,5.592279,47.532070,82.797882,4.199281,18.776627,-25.824911
186.323410,-3.559824,2.742302,1.007062,-3.898149,-2.981563,1.014076,0.981476,0.185852,-0.046143,0.992508,0.110046,-0.052856,1.000000,1.000000,0.473407,0.393675,0.036039,0.354020,NULL,5.593874,47.515537,82.792755,4.106060,18.753855,-25.879839
186.345627,-3.561762,2.734236,1.005891,-3.906606,-2.988222,1.013541,0.980865,0.184525,-0.062057,0.991013,0.128220,-0.037811,1.000000,1.000000,0.479076,0.388525,0.045994,0.356356,NULL,5.584020,47.488476,82.791962,4.040442,18.710735,-25.916613
186.367844,-3.564267,2.729605,1.006096,-3.907341,-2.989781,1.013779,0.978226,0.177170,-0.108032,0.988235,0.136887,-0.068069,1.000000,1.000000,0.479801,0.374915,0.049452,0.347429,NULL,5.577431,47.476517,82.788284,4.033187,18.641388,-25.888870
186.390060,-3.570563,2.726284,1.007095,-3.907190,-2.994566,1.014999,0.971405,0.236450,-0.021408,0.987793,0.142441,-0.063004,1.000000,1.000000,0.501191,0.399909,0.054488,0.349721,NULL,5.576280,47.470276,82.776749,4.001801,18.588749,-25.877335
186.412277,-3.566545,2.719836,1.003690,-3.908498,-3.001009,1.013977,0.975067,0.198273,-0.099625,0.988586,0.140198,-0.054855,1.000000,1.000000,0.493491,0.375486,0.058638,0.351118,NULL,5.580972,47.439045,82.780777,3.908490,18.556686,-25.919319
186.434494,-3.570363,2.714575,1.005571,-3.908440,-3.005342,1.012981,0.972260,0.213013,-0.096481,0.989105,0.135284,-0.057938,1.000000,1.000000,0.502148,0.378105,0.060447,0.349501,NULL,5.586724,47.421581,82.795258,3.840386,18.535772,-25.942398
186.456711,-3.570377,2.708582,1.002586,-3.910275,-3.011757,1.011856,0.977097,0.183426,-0.107819,0.984955,0.162109,-0.059723,1.000000,1.000000,0.498144,0.372071,0.072562,0.347418,NULL,5.601614,47.394066,82.802788,3.784301,18.552118,-25.948112
186.478928,-3.572211,2.706403,1.005327,-3.911633,-3.015625,1.008460,0.971756,0.215973,-0.095078,0.984497,0.166107,-0.056168,1.000000,1.000000,0.509542,0.377839,0.076526,0.345582,NULL,5.613070,47.371090,82.818298,3.763967,18.591515,-25.954494
186.501144,-3.572863,2.699828,1.003961,-3.912557,-3.019739,1.007941,0.971695,0.212662,-0.102829,0.980576,0.183197,-0.069977,1.000000,1.000000,0.513636,0.374663,0.084312,0.340847,NULL,5.619936,47.341270,82.832169,3.740406,18.619068,-25.973843
186.523361,-3.571223,2.713329,0.999524,-3.909717,-3.005936,1.004660,0.971848,0.209015,-0.108704,0.985580,0.152740,-0.072662,1.000000,1.000000,0.501371,0.369333,0.065620,0.338354,NULL,5.648427,47.318008,82.833611,3.727479,18.628336,-25.999298
186.545578,-3.565117,2.756881,0.997247,-3.927815,-2.961614,1.012639,0.990280,0.111694,-0.082855,0.994202,0.067200,-0.083817,1.000000,1.000000,0.440459,0.372413,0.009177,0.338909,NULL,5.666469,47.278309,82.828888,3.706336,18.599827,-26.052439
186.567795,-3.540895,2.752591,0.991591,-3.918852,-2.966483,1.009555,0.992142,0.089951,-0.086899,0.993683,0.089645,-0.067337,1.000000,1.000000,0.437020,0.371029,0.019021,0.342714,NULL,5.683949,47.251789,82.813171,3.640244,18.544455,-26.137981
186.590012,-3.558409,2.747226,0.995892,-3.973725,-2.975878,1.021985,0.988113,0.140732,-0.061752,0.993103,0.094803,-0.068771,1.000000,1.000000,0.456076,0.379595,0.027336,0.342278,NULL,5.726440,47.222595,82.789009,3.624431,18.480352,-26.207716
186.612228,-3.628557,2.739015,1.015663,-3.918947,-2.980060,1.009972,0.987869,0.131485,-0.082443,0.992172,0.105087,-0.067230,1.000000,1.000000,0.462118,0.377256,0.033345,0.342900,NULL,5.761402,47.183182,82.780441,3.621025,18.389614,-26.263819
186.634445,-3.574811,2.731676,1.003409,-3.920610,-2.985993,1.009456,0.972595,0.136887,-0.187897,0.989288,0.121170,-0.081207,1.000000,1.000000,0.465761,0.346356,0.042129,0.337912,NULL,5.810207,47.177593,82.749710,3.631935,18.275141,-26.303637
186.656662,-3.578934,2.722490,1.003955,-3.923836,-2.995821,1.010170,0.979004,0.164886,-0.119827,0.990723,0.116821,-0.069275,1.000000,1.000000,0.481945,0.366785,0.048188,0.341435,NULL,5.851608,47.155666,82.729645,3.651010,18.158323,-26.316011
186.678879,-3.580837,2.713768,1.004179,-3.921723,-3.001361,1.013098,0.981216,0.177216,-0.076035,0.985672,0.147537,-0.081558,1.000000,1.000000,0.493245,0.380110,0.060797,0.340100,NULL,5.891868,47.145309,82.706261,3.646011,18.031055,-26.334713
186.701096,-3.580207,2.708849,0.999950,-3.922856,-3.005539,1.013319,0.980438,0.192169,-0.042358,0.984161,0.160660,-0.074890,1.000000,1.000000,0.501844,0.386908,0.067547,0.341891,NULL,5.934688,47.149971,82.687141,3.638007,17.918987,-26.334818
186.723312,-3.580635,2.706587,1.007414,-3.923811,-3.012235,1.011928,0.973251,0.216446,-0.076843,0.983109,0.158859,-0.090775,1.000000,1.000000,0.510264,0.383115,0.071943,0.335996,NULL,5.978267,47.168911,82.670677,3.676747,17.802792,-26.279684
186.745529,-3.578887,2.701709,1.006340,-3.925850,-3.017082,1.012607,0.968796,0.207458,-0.135590,0.981415,0.177719,-0.072296,1.000000,1.000000,0.510272,0.365656,0.080851,0.341451,NULL,6.008253,47.177311,82.669823,3.757450,17.708746,-26.183977
186.767746,-3.581716,2.699044,1.006459,-3.925247,-3.019191,1.012543,0.968811,0.230560,-0.090668,0.980682,0.174408,-0.088531,1.000000,1.000000,0.520023,0.378893,0.081475,0.336835,NULL,6.046209,47.196922,82.670799,3.835729,17.660013,-26.086023
186.789963,-3.581952,2.695575,0.999846,-3.926741,-3.024491,1.011151,0.966080,0.237045,-0.102341,0.980804,0.178467,-0.078491,1.000000,1.000000,0.523977,0.370295,0.086534,0.338423,NULL,6.074939,47.200226,82.680382,3.896136,17.625137,-25.994291
186.812180,-3.584193,2.689772,1.001706,-3.929076,-3.028678,1.012277,0.964676,0.242676,-0.102356,0.977112,0.193771,-0.087616,1.000000,1.000000,0.530475,0.371626,0.093906,0.336042,NULL,6.101713,47.216789,82.685242,3.941825,17.573298,-25.910872
186.834396,-3.585674,2.686905,1.001291,-3.929486,-3.029508,1.010832,0.956818,0.262512,-0.124741,0.974518,0.208435,-0.082825,1.000000,1.000000,0.538074,0.364383,0.098599,0.336050,NULL,6.134343,47.243862,82.684395,3.970089,17.566214,-25.830479
186.856613,-3.588176,2.685211,0.998316,-3.932350,-3.032188,1.007910,0.950424,0.286896,-0.119797,0.966858,0.241455,-0.082764,1.000000,1.000000,0.546490,0.363995,0.109800,0.332854,NULL,6.167793,47.253178,82.690514,4.004954,17.572716,-25.733768
186.878830,-3.587598,2.685324,0.994991,-3.930603,-3.034125,1.007773,0.957504,0.277771,-0.077499,0.970139,0.218750,-0.104675,1.000000,1.000000,0.544457,0.373523,0.104821,0.326940,NULL,6.191336,47.245171,82.696014,4.032094,17.537556,-25.647635
186.901047,-3.589137,2.677658,0.997720,-3.931273,-3.036022,1.007646,0.960144,0.267059,-0.082291,0.970581,0.218933,-0.100113,1.000000,1.000000,0.547744,0.374228,0.106294,0.328105,NULL,6.216080,47.243801,82.682373,4.001391,17.489498,-25.583740
186.923264,-3.591477,2.672968,0.998555,-3.931372,-3.039205,1.008782,0.949722,0.300217,-0.088745,0.971298,0.215302,-0.101028,1.000000,1.000000,0.561327,0.373120,0.107635,0.328722,NULL,6.228891,47.231815,82.672379,3.984704,17.437881,-25.527176
186.945480,-3.592433,2.671523,0.998538,-3.932877,-3.041625,1.010114,0.945404,0.313065,-0.090439,0.969620,0.228821,-0.086365,1.000000,1.000000,0.566322,0.372586,0.113274,0.333685,NULL,6.250760,47.232201,82.651596,3.960146,17.389360,-25.470236
186.967697,-3.592055,2.671028,0.998538,-3.933242,-3.043419,1.010889,0.943146,0.319687,-0.090881,0.968002,0.233658,-0.091400,1.000000,1.000000,0.568692,0.372586,0.115937,0.332640,NULL,6.256513,47.226913,82.635773,3.928998,17.325668,-25.419228
186.989914,-3.585954,2.676291,1.003449,-3.932131,-3.038245,1.015829,0.962540,0.247726,-0.110184,0.967499,0.236710,-0.088913,1.000000,1.000000,0.542911,0.371406,0.112995,0.337289,NULL,6.257256,47.205803,82.616150,3.869622,17.259020,-25.410471
187.012131,-3.574616,2.717813,1.019646,-3.921674,-2.995743,1.031441,0.973419,0.204300,-0.103500,0.985580,0.160904,-0.052094,1.000000,1.000000,0.497918,0.385433,0.060545,0.362792,NULL,6.250744,47.210457,82.590698,3.814244,17.200430,-25.398199
187.034348,-3.577770,2.718892,1.025378,-3.923369,-2.992804,1.034888,0.980118,0.189468,-0.058670,0.990402,0.136658,-0.020340,1.000000,1.000000,0.494320,0.402800,0.051656,0.374702,NULL,6.233993,47.212654,82.573868,3.806481,17.169224,-25.373505
187.056564,-3.576233,2.717780,1.026521,-3.922957,-2.996930,1.035433,0.971161,0.193390,-0.139359,0.989670,0.140411,-0.028580,1.000000,1.000000,0.494624,0.379936,0.055724,0.372701,NULL,6.212670,47.216602,82.573021,3.797824,17.163240,-25.345831
187.078781,-3.575800,2.717418,1.024384,-3.922434,-2.999988,1.035338,0.983871,0.171310,-0.051407,0.988892,0.145660,-0.029297,1.000000,1.000000,0.490411,0.403891,0.059487,0.372542,NULL,6.183835,47.219402,82.581818,3.809458,17.197910,-25.302078
187.100998,-3.575214,2.717056,1.023700,-3.923650,-3.000978,1.036011,0.983566,0.172394,-0.053436,0.988373,0.150284,-0.022461,1.000000,1.000000,0.490900,0.402880,0.061513,0.374770,NULL,6.164546,47.242111,82.581429,3.832795,17.224022,-25.241034
187.123215,-3.574617,2.716283,1.023608,-3.924036,-3.002313,1.037172,0.982376,0.179459,-0.052231,0.989182,0.145493,-0.018631,1.000000,1.000000,0.493527,0.403605,0.061161,0.376744,NULL,6.152300,47.256664,82.586349,3.870402,17.264812,-25.180256
187.145432,-3.572664,2.710335,1.021078,-3.924945,-3.004453,1.037326,0.985794,0.153519,-0.068085,0.984085,0.175140,-0.029556,1.000000,1.000000,0.490384,0.397343,0.071024,0.373239,NULL,6.124603,47.271667,82.596046,3.888564,17.321386,-25.125319
187.167648,-3.572664,2.709763,1.020686,-3.924784,-3.005371,1.037114,0.986176,0.151932,-0.065903,0.987503,0.155273,-0.026443,1.000000,1.000000,0.490384,0.397343,0.066170,0.374254,NULL,6.089615,47.284229,82.609901,3.918116,17.372339,-25.051447
187.189865,-3.571933,2.709038,1.020302,-3.924593,-3.006384,1.036847,0.988159,0.137024,-0.068939,0.987869,0.153015,-0.025879,1.000000,1.000000,0.486646,0.396013,0.066291,0.374263,NULL,6.053659,47.315876,82.605179,3.941651,17.431276,-24.979160
187.212082,-3.571985,2.708638,1.020061,-3.924645,-3.007300,1.036875,0.986359,0.149460,-0.068848,0.987442,0.155899,-0.025406,1.000000,1.000000,0.490452,0.395988,0.067769,0.374377,NULL,6.021992,47.334808,82.596252,3.923321,17.484081,-24.917456
187.234299,-3.569731,2.705977,1.021614,-3.925223,-3.011716,1.037332,0.989136,0.122742,-0.080841,0.986588,0.161591,-0.022873,1.000000,1.000000,0.484818,0.393907,0.072636,0.375326,NULL,5.986485,47.352142,82.594818,3.861636,17.573017,-24.878782
187.256516,-3.577750,2.705687,1.022435,-3.925539,-3.013947,1.035446,0.980408,0.195084,-0.026855,0.989075,0.146576,-0.014969,1.000000,1.000000,0.507092,0.410270,0.070052,0.376197,NULL,5.955976,47.364933,82.602448,3.812119,17.668339,-24.821527
187.278732,-3.577651,2.705489,1.021538,-3.925240,-3.014423,1.035143,0.979599,0.194977,-0.048325,0.987381,0.155380,-0.030441,1.000000,1.000000,0.506608,0.403198,0.072824,0.371388,NULL,5.924548,47.366058,82.609222,3.787040,17.736259,-24.756136
187.300949,-3.577520,2.705319,1.021047,-3.925430,-3.014671,1.035101,0.980362,0.186508,-0.063889,0.987045,0.157730,-0.028793,1.000000,1.000000,0.503916,0.398152,0.073671,0.371773,NULL,5.899651,47.377903,82.596214,3.676422,17.765642,-24.713938
187.323166,-3.573628,2.702237,1.021379,-3.925539,-3.015271,1.035109,0.988083,0.139511,-0.064850,0.986984,0.158127,-0.029160,1.000000,1.000000,0.492945,0.397780,0.074223,0.371647,NULL,5.879607,47.380974,82.592766,3.534621,17.787403,-24.693972
187.345383,-3.575650,2.701659,1.022391,-3.925579,-3.016028,1.035187,0.979294,0.186722,-0.078003,0.984711,0.171555,-0.030167,1.000000,1.000000,0.506630,0.395350,0.078534,0.371262,NULL,5.872438,47.398708,82.581551,3.446415,17.813467,-24.633673
﻿187.367599,-3.575650,2.701550,1.022691,-3.925612,-3.016522,1.035272,0.979279,0.186630,-0.078598,0.983673,0.177353,-0.030151,1.000000,1.000000,0.506699,0.395350,0.080525,0.371262,NULL,5.864377,47.410591,82.584297,3.386264,17.820850,-24.539188
187.389816,-3.575701,2.701589,1.022849,-3.925663,-3.017216,1.035645,0.977692,0.198532,-0.068329,0.983734,0.177063,-0.029816,1.000000,1.000000,0.510335,0.398643,0.080957,0.371647,NULL,5.855016,47.414474,82.598122,3.306925,17.812080,-24.461842
187.412033,-3.575724,2.701524,1.022871,-3.926119,-3.017394,1.036234,0.977402,0.198410,-0.072876,0.983337,0.179153,-0.030350,1.000000,1.000000,0.510249,0.397256,0.081674,0.371831,NULL,5.861690,47.433189,82.606262,3.158846,17.842167,-24.443560
187.434250,-3.575896,2.701509,1.022826,-3.926087,-3.021240,1.034706,0.978104,0.198181,-0.063370,0.985657,0.163162,-0.042755,1.000000,1.000000,0.510421,0.400029,0.079967,0.367125,NULL,5.868323,47.443516,82.623642,3.035319,17.902403,-24.391151
187.456467,-3.575969,2.701453,1.022727,-3.926634,-3.022563,1.034128,0.977112,0.203094,-0.063095,0.984665,0.168335,-0.045685,1.000000,1.000000,0.511884,0.400029,0.082365,0.365631,NULL,5.894442,47.433781,82.641167,3.022525,17.912703,-24.284321
187.478683,-3.576474,2.698814,1.020174,-3.926868,-3.022515,1.034282,0.979095,0.197540,-0.048325,0.985046,0.168274,-0.036697,1.000000,1.000000,0.512608,0.402351,0.082363,0.368414,NULL,5.911173,47.442730,82.644432,3.044948,17.905954,-24.171547
187.500900,-3.577208,2.698390,1.018968,-3.926898,-3.022600,1.034245,0.979340,0.197174,-0.044617,0.985123,0.167877,-0.036545,1.000000,1.000000,0.512866,0.402351,0.082307,0.368414,NULL,5.935300,47.438160,82.649757,3.008578,17.919300,-24.106016
187.523117,-3.577454,2.698390,1.017999,-3.927042,-3.022647,1.034128,0.979401,0.197250,-0.042969,0.985138,0.167953,-0.035767,1.000000,1.000000,0.512866,0.401982,0.082365,0.368520,NULL,5.963738,47.443447,82.632126,2.952475,17.900190,-24.065182
187.545334,-3.577513,2.698194,1.017754,-3.927083,-3.022867,1.034183,0.977844,0.200714,-0.059372,0.983658,0.176682,-0.034393,1.000000,1.000000,0.513598,0.396981,0.084985,0.368877,NULL,6.001060,47.461132,82.596207,2.944254,17.828829,-24.013500
187.567551,-3.577513,2.698065,1.017754,-3.927068,-3.023738,1.034253,0.977127,0.199768,-0.072739,0.983704,0.177292,-0.029724,1.000000,1.000000,0.513106,0.393030,0.085811,0.370300,NULL,6.034942,47.468510,82.559883,2.984111,17.702114,-23.951752
187.589767,-3.577513,2.696954,1.017754,-3.929015,-3.026366,1.039619,0.977768,0.196640,-0.072739,0.977951,0.206268,-0.032516,1.000000,1.000000,0.513106,0.393030,0.095938,0.373037,NULL,6.069159,47.465809,82.524734,3.003022,17.544884,-23.898607
187.611984,-3.573988,2.695380,1.026649,-3.929877,-3.026787,1.043207,0.985321,0.162231,-0.052887,0.980164,0.198105,-0.003906,1.000000,1.000000,0.505545,0.406331,0.094073,0.384215,NULL,6.101265,47.485840,82.480713,2.998449,17.351896,-23.886627
187.634201,-3.575548,2.694008,1.031355,-3.928545,-3.027693,1.044576,0.982941,0.157181,-0.095444,0.983444,0.180786,-0.011551,1.000000,1.000000,0.504541,0.397625,0.089889,0.383495,NULL,6.135444,47.471939,82.459908,3.015874,17.189045,-23.862165
187.656418,-3.585126,2.692095,1.035255,-3.929257,-3.028189,1.047853,0.942825,0.332916,-0.014984,0.980774,0.194733,-0.012543,1.000000,1.000000,0.560385,0.425209,0.094162,0.385442,NULL,6.162432,47.482750,82.430840,3.047626,17.026848,-23.833998
187.678635,-3.574959,2.690499,1.039812,-3.928394,-3.028870,1.050305,0.980392,0.165436,-0.106949,0.982864,0.183975,-0.011093,1.000000,1.000000,0.510017,0.401421,0.091673,0.388067,NULL,6.188214,47.488411,82.407852,3.083740,16.879520,-23.816545
187.700851,-3.579855,2.687694,1.041844,-3.930467,-3.029414,1.051791,0.970581,0.224075,-0.087967,0.979340,0.201904,0.010773,1.000000,1.000000,0.529988,0.409365,0.097183,0.395081,NULL,6.209208,47.488014,82.387527,3.087623,16.792191,-23.815609
187.723068,-3.578168,2.687116,1.040442,-3.930515,-3.029906,1.052391,0.965683,0.257187,-0.035904,0.979813,0.199432,0.013031,1.000000,1.000000,0.541528,0.423972,0.096906,0.396352,NULL,6.234697,47.483582,82.375237,3.067249,16.752028,-23.831648
187.745285,-3.578777,2.685008,1.039716,-3.930707,-3.030542,1.052551,0.971008,0.224564,-0.081863,0.977768,0.209305,0.012619,1.000000,1.000000,0.532294,0.409217,0.100153,0.396213,NULL,6.243074,47.476017,82.364136,3.055587,16.714722,-23.839567
187.767502,-3.579013,2.684006,1.039536,-3.930847,-3.030904,1.052637,0.970551,0.233978,-0.057236,0.977707,0.209595,0.012451,1.000000,1.000000,0.536543,0.416645,0.100510,0.396213,NULL,6.245364,47.468700,82.362839,3.047236,16.696280,-23.852509
187.789719,-3.577461,2.679457,1.036728,-3.933423,-3.034271,1.052847,0.967651,0.221100,-0.121460,0.971344,0.237457,0.009079,1.000000,1.000000,0.534562,0.395210,0.110857,0.394632,NULL,6.251071,47.454102,82.362068,3.021990,16.699409,-23.885798
187.811935,-3.573261,2.704491,1.040193,-3.927286,-3.013047,1.057375,0.989090,0.125336,-0.077286,0.982529,0.184372,0.024887,1.000000,1.000000,0.488113,0.409714,0.080243,0.404482,NULL,6.258449,47.432549,82.361794,2.970900,16.743477,-23.941710
187.834152,-3.570535,2.709793,1.039609,-3.923976,-3.003206,1.057950,0.987015,0.158783,-0.023956,0.987854,0.155197,0.004944,1.000000,1.000000,0.494683,0.426347,0.064717,0.399910,NULL,6.260650,47.408978,82.367340,2.924712,16.764616,-24.002871
187.856369,-3.569191,2.705617,1.037332,-3.924646,-3.008188,1.055953,0.992783,0.113815,-0.037628,0.986374,0.163986,0.013046,1.000000,1.000000,0.484583,0.419220,0.070876,0.400531,NULL,6.270186,47.400425,82.350006,2.858956,16.766516,-24.073038
187.878586,-3.572922,2.701927,1.037311,-3.925354,-3.011867,1.053372,0.986588,0.133972,-0.093216,0.987000,0.160400,0.009705,1.000000,1.000000,0.492025,0.402920,0.072629,0.397534,NULL,6.272655,47.360867,82.350807,2.819320,16.744371,-24.136793
187.900803,-3.572830,2.701148,1.036923,-3.927020,-3.013345,1.052895,0.986374,0.136047,-0.092453,0.984024,0.177307,0.015839,1.000000,1.000000,0.493203,0.402682,0.078473,0.398512,NULL,6.276272,47.344090,82.338974,2.830741,16.663168,-24.152805
187.923019,-3.573366,2.699892,1.036351,-3.926995,-3.014862,1.052747,0.983337,0.165497,-0.075119,0.983749,0.179199,0.010742,1.000000,1.000000,0.502983,0.408009,0.080058,0.396753,NULL,6.283356,47.345818,82.307564,2.841600,16.560593,-24.159111
187.945236,-3.571649,2.697464,1.035960,-3.926931,-3.015761,1.052742,0.985428,0.145615,-0.087845,0.984207,0.176773,0.008926,1.000000,1.000000,0.498871,0.403711,0.080045,0.396259,NULL,6.281909,47.319798,82.298775,2.821391,16.468016,-24.180119
187.967453,-3.575258,2.693980,1.035699,-3.927243,-3.019624,1.052301,0.969208,0.231689,-0.083328,0.983231,0.182312,0.000687,1.000000,1.000000,0.526617,0.406436,0.084388,0.393261,NULL,6.280849,47.322056,82.285553,2.789642,16.399481,-24.203524
187.989670,-3.571271,2.690563,1.033803,-3.927825,-3.023976,1.051561,0.981293,0.169067,-0.092072,0.981308,0.191986,-0.012955,1.000000,1.000000,0.510856,0.401799,0.090312,0.388536,NULL,6.276299,47.294483,82.292046,2.735501,16.381184,-24.234047
188.011887,-3.581176,2.687759,1.034834,-3.927979,-3.027371,1.048587,0.950150,0.308228,-0.046936,0.984177,0.176910,-0.009079,1.000000,1.000000,0.555405,0.416083,0.088561,0.387434,NULL,6.271202,47.288750,82.282242,2.732740,16.369455,-24.225351
188.034103,-3.570093,2.687613,1.028026,-3.930133,-3.028516,1.047908,0.984467,0.162476,-0.066437,0.978668,0.205124,-0.010315,1.000000,1.000000,0.511524,0.404749,0.097341,0.385870,NULL,6.249818,47.285282,82.281891,2.763002,16.317047,-24.198261
188.056320,-3.574140,2.683870,1.026708,-3.929979,-3.029724,1.046449,0.978485,0.194580,-0.068466,0.981979,0.188965,0.000732,1.000000,1.000000,0.523770,0.402730,0.093717,0.388225,NULL,6.240876,47.276733,82.283073,2.765537,16.296871,-24.194765
188.078537,-3.579718,2.679538,1.027010,-3.930857,-3.032033,1.044255,0.945068,0.297882,-0.134537,0.979614,0.200729,-0.006683,1.000000,1.000000,0.556078,0.383748,0.098666,0.383954,NULL,6.213962,47.270741,82.293739,2.724313,16.303299,-24.216192
188.100754,-3.571698,2.694302,1.025574,-3.929241,-3.022064,1.042415,0.982193,0.157104,-0.102921,0.979477,0.201187,-0.011093,1.000000,1.000000,0.503633,0.390946,0.091403,0.381510,NULL,6.184439,47.231174,82.315681,2.663697,16.348951,-24.271652
188.122971,-3.578543,2.714954,1.029233,-3.925092,-2.992827,1.042313,0.985489,0.144836,-0.088333,0.986908,0.160202,-0.018448,1.000000,1.000000,0.484437,0.396149,0.058240,0.380386,NULL,6.159660,47.216152,82.324875,2.602402,16.400997,-24.331688
