time,FOL_X,FOL_Y,FOL_Z,FOR_X,FOR_Y,FOR_Z,FVL_X,FVL_Y,FVL_Z,FVR_X,FVR_Y,FVR_Z,EOL,EOR,PPLX,PPLY,PPRX,PPRY,AOIName,PCL_X,PCL_Y,PCL_Z,PCR_X,PCR_Y,PCR_Z
42.732849,-3.795197,2.610948,0.957137,-3.981934,-3.103174,0.933493,0.886215,0.393204,-0.244949,0.903748,0.307846,-0.297409,0.719489,0.834704,0.642528,0.261148,0.180651,0.203370,NULL,8.335093,49.347675,80.569122,-2.982683,3.479360,-9.184796
42.755070,-3.811279,2.574442,0.950859,-3.990921,-3.116045,0.938043,0.894470,0.387115,-0.223724,0.876328,0.363907,-0.315582,0.712775,0.804840,0.673549,0.262036,0.206253,0.197946,NULL,8.334372,49.431328,80.567009,-3.056691,3.484004,-8.521488
42.777290,-3.799988,2.595515,0.960942,-3.990152,-3.114154,0.939053,0.882278,0.405457,-0.239090,0.884186,0.366547,-0.289520,0.723581,0.781184,0.660654,0.266231,0.205569,0.206902,NULL,8.327090,49.534832,80.565926,-3.186257,3.518879,-7.821143
42.799511,-3.794478,2.604024,0.961919,-3.984799,-3.106999,0.941725,0.899658,0.379532,-0.215759,0.889267,0.340286,-0.305588,0.759423,0.815839,0.645246,0.274739,0.192731,0.205559,NULL,8.322619,49.625751,80.566650,-3.407184,3.581239,-7.157163
42.821732,-3.792247,2.602196,0.965410,-3.983495,-3.105861,0.941711,0.895248,0.359238,-0.263535,0.897415,0.332428,-0.290024,0.781363,0.837221,0.639573,0.262892,0.189645,0.210844,NULL,8.317749,49.699577,80.582733,-3.661794,3.708656,-6.612905
42.843952,-3.791332,2.604680,0.971162,-3.980359,-3.095497,0.942737,0.889526,0.372818,-0.264053,0.891754,0.346024,-0.291580,0.765358,0.864943,0.642176,0.267890,0.185725,0.211219,NULL,8.298283,49.756229,80.615921,-3.857591,3.883755,-6.147290
42.866173,-3.790761,2.609938,0.971927,-3.979290,-3.100464,0.944516,0.883377,0.386932,-0.264389,0.911453,0.309387,-0.271133,0.770656,0.890463,0.641918,0.267747,0.179112,0.220043,NULL,8.270824,49.808750,80.648476,-3.997903,4.036348,-5.689932
42.888393,-3.775723,2.586803,1.029251,-3.978873,-3.095961,0.946285,0.866577,0.275055,-0.416382,0.904770,0.315811,-0.285690,0.762593,0.903815,0.628648,0.271498,0.177558,0.216784,NULL,8.236233,49.850525,80.695305,-4.112242,4.167645,-5.227394
42.910614,-3.775521,2.587326,1.029607,-3.976424,-3.093004,0.948785,0.873810,0.275146,-0.400909,0.906326,0.306137,-0.291229,0.756967,0.917195,0.628494,0.276700,0.172624,0.217576,NULL,8.201632,49.882370,80.746758,-4.262438,4.315225,-4.817685
42.932835,-3.783937,2.623435,0.973785,-3.976372,-3.089147,0.950833,0.905670,0.355560,-0.230881,0.901871,0.304825,-0.306076,0.735643,0.927415,0.620879,0.279795,0.169395,0.214412,NULL,8.154669,49.898415,80.814034,-4.430059,4.482694,-4.486185
42.955055,-3.783565,2.625283,0.972661,-3.975997,-3.088330,0.951305,0.903305,0.352036,-0.245148,0.905869,0.299454,-0.299515,0.730967,0.934166,0.617769,0.274002,0.167277,0.216936,NULL,8.102228,49.904762,80.865791,-4.592995,4.672525,-4.255131
42.977276,-3.779100,2.639607,0.974815,-3.971663,-3.074184,0.951067,0.905289,0.345047,-0.247757,0.910721,0.301987,-0.281693,0.712544,0.945806,0.603353,0.274860,0.157443,0.222862,NULL,8.050183,49.893906,80.922241,-4.724669,4.897389,-4.070702
42.999496,-3.757738,2.695123,0.985844,-3.951439,-3.013248,0.958186,0.938736,0.190216,-0.287354,0.938370,0.187302,-0.290451,0.689431,0.913738,0.511899,0.273347,0.080283,0.231200,NULL,7.999364,49.865917,80.978767,-4.871581,5.121631,-3.911922
43.021717,-3.757216,2.695248,0.985719,-3.951122,-3.012872,0.958569,0.945190,0.191559,-0.264374,0.947464,0.183105,-0.262238,0.686954,0.882033,0.512455,0.280310,0.078900,0.240209,NULL,7.951870,49.833458,81.031441,-5.026821,5.328517,-3.771384
43.043938,-3.756974,2.696056,0.985333,-3.951117,-3.014464,0.957973,0.945099,0.190735,-0.265335,0.950134,0.171326,-0.260544,0.695956,0.922517,0.511535,0.279740,0.076782,0.240342,NULL,7.894683,49.785698,81.069580,-5.185713,5.524195,-3.740130
43.066158,-3.756952,2.696300,0.985483,-3.951305,-3.014807,0.959531,0.945892,0.189682,-0.263229,0.949188,0.172897,-0.262909,0.689791,0.922617,0.511079,0.280495,0.077472,0.240724,NULL,7.844715,49.722282,81.107643,-5.311951,5.692389,-3.731364
43.088379,-3.756751,2.696039,0.985806,-3.951259,-3.015147,0.959831,0.949997,0.187500,-0.249664,0.950745,0.174042,-0.256485,0.710960,0.931004,0.510847,0.284781,0.078046,0.242887,NULL,7.787322,49.654758,81.139297,-5.399264,5.852796,-3.789114
43.110600,-3.756563,2.695720,0.986320,-3.951289,-3.015544,0.960075,0.952499,0.188492,-0.239182,0.951233,0.174332,-0.254440,0.740056,0.921983,0.511535,0.288313,0.078417,0.243641,NULL,7.721845,49.595333,81.171616,-5.478450,6.033160,-3.827950
43.132820,-3.756409,2.695277,0.987048,-3.951311,-3.016918,0.960426,0.953110,0.185486,-0.239075,0.952026,0.171112,-0.253677,0.738489,0.946325,0.511079,0.288940,0.078536,0.244168,NULL,7.653947,49.531639,81.209930,-5.543581,6.180091,-3.851901
43.155041,-3.756083,2.694971,0.987363,-3.951341,-3.018874,0.960834,0.955261,0.187607,-0.228592,0.952438,0.175552,-0.249069,0.754404,0.940419,0.512060,0.292341,0.081213,0.245764,NULL,7.576893,49.468761,81.246109,-5.574805,6.334570,-3.864182
43.177261,-3.755293,2.692995,0.991365,-3.951392,-3.019408,0.961356,0.957245,0.196686,-0.212097,0.952347,0.177139,-0.248291,0.725603,0.926391,0.516609,0.300460,0.082040,0.246323,NULL,7.496493,49.384953,81.284615,-5.559639,6.465880,-3.959782
43.199482,-3.755905,2.691779,0.991683,-3.951761,-3.019641,0.961842,0.953781,0.212601,-0.212341,0.952560,0.186188,-0.240738,0.726013,0.942309,0.522147,0.300609,0.084718,0.248660,NULL,7.431825,49.294636,81.332497,-5.532520,6.678996,-4.109990
43.221703,-3.746633,2.741302,0.995375,-3.941460,-2.968294,0.964240,0.958023,0.100494,-0.268494,0.967194,0.064590,-0.245682,0.725958,0.914855,0.450837,0.286342,0.013127,0.252240,NULL,7.384999,49.199924,81.395073,-5.486295,6.954860,-4.281089
43.243923,-3.745334,2.745781,0.992313,-3.940625,-2.957129,0.961621,0.967957,0.054092,-0.245163,0.967682,0.064804,-0.243683,0.757769,0.950586,0.434791,0.290655,0.005053,0.251180,NULL,7.329906,49.109852,81.446381,-5.505402,7.184327,-4.470422
43.266144,-3.746355,2.743352,0.989992,-3.943085,-2.967534,0.958174,0.967636,0.073273,-0.241470,0.970154,0.064499,-0.233719,0.787973,0.956131,0.441859,0.289772,0.012663,0.251175,NULL,7.281772,49.013103,81.499878,-5.563995,7.384930,-4.626197
43.288364,-3.746817,2.741455,0.989267,-3.943830,-2.972371,0.959168,0.968338,0.093582,-0.231384,0.967728,0.068787,-0.242371,0.840878,0.985124,0.448986,0.292265,0.017363,0.249104,NULL,7.237090,48.919651,81.547485,-5.542385,7.567043,-4.761385
43.310585,-3.746878,2.741455,0.989433,-3.944504,-2.974483,0.960376,0.968292,0.093582,-0.231567,0.964157,0.079391,-0.253143,0.852279,0.998046,0.448987,0.292265,0.021801,0.246501,NULL,7.191858,48.825867,81.581779,-5.545565,7.707212,-4.844238
43.332806,-3.747191,2.738202,0.991530,-3.943702,-2.975636,0.959694,0.965332,0.107925,-0.237640,0.967834,0.078415,-0.239029,0.853342,0.994544,0.455478,0.291935,0.022380,0.250339,NULL,7.154757,48.741077,81.603577,-5.671517,7.853317,-4.954214
﻿43.355026,-3.747908,2.734473,0.989603,-3.944466,-2.980832,0.959262,0.969116,0.105392,-0.222931,0.967941,0.076889,-0.239044,0.849129,0.994346,0.457811,0.295150,0.025733,0.249810,NULL,7.119138,48.647335,81.621017,-5.887671,7.999414,-5.123839
43.377247,-3.748654,2.731551,0.989931,-3.944623,-2.981973,0.959723,0.968781,0.118225,-0.217865,0.967194,0.083374,-0.239914,0.851718,0.993396,0.463701,0.296643,0.028373,0.249816,NULL,7.087850,48.558292,81.622971,-6.091810,8.133512,-5.300879
43.399467,-3.747128,2.721576,0.991805,-3.945958,-2.988252,0.960974,0.966263,0.127090,-0.223984,0.965622,0.090637,-0.243591,0.837065,0.990468,0.473951,0.296872,0.034931,0.249222,NULL,7.043201,48.476849,81.624428,-6.239003,8.256305,-5.468296
43.421688,-3.747548,2.720094,0.991904,-3.947981,-2.994046,0.962485,0.965866,0.122879,-0.227982,0.966599,0.119202,-0.226852,1.000000,1.000000,0.473910,0.295622,0.047279,0.254874,NULL,7.012859,48.397446,81.622673,-6.347387,8.328541,-5.651908
43.443909,-3.747449,2.715318,0.991882,-3.947912,-2.998085,0.962676,0.968597,0.118256,-0.218658,0.968521,0.113571,-0.221481,0.839212,0.999923,0.476517,0.298863,0.048633,0.256582,NULL,6.986034,48.325035,81.620003,-6.429798,8.374829,-5.819184
43.466129,-3.748030,2.711296,0.994138,-3.947791,-3.001947,0.963828,0.964508,0.143555,-0.221558,0.968170,0.105331,-0.227036,0.838168,0.996409,0.486813,0.299766,0.049155,0.255859,NULL,6.963428,48.269936,81.616226,-6.497064,8.405688,-5.963158
43.488350,-3.748302,2.708052,0.995087,-3.949387,-3.004094,0.964473,0.971664,0.139847,-0.190460,0.968079,0.130844,-0.213699,0.890558,0.991760,0.488791,0.309666,0.057908,0.259845,NULL,6.946147,48.234070,81.613937,-6.556065,8.428186,-6.061418
43.510571,-3.748406,2.706987,0.995900,-3.950081,-3.004926,0.965488,0.970062,0.140533,-0.198029,0.966721,0.139175,-0.214630,1.000000,1.000000,0.489783,0.308249,0.060827,0.260087,NULL,6.923021,48.212128,81.609795,-6.652145,8.407205,-6.143693
43.532791,-3.748456,2.704253,0.997135,-3.950209,-3.005927,0.966336,0.971497,0.151199,-0.182510,0.965332,0.144180,-0.217575,1.000000,1.000000,0.495239,0.314007,0.062952,0.259757,NULL,6.891283,48.193577,81.608566,-6.679564,8.408468,-6.217924
43.555012,-3.748448,2.701271,0.997368,-3.950312,-3.006949,0.966571,0.971054,0.155441,-0.181290,0.965820,0.144226,-0.215378,1.000000,1.000000,0.498803,0.314315,0.063722,0.260579,NULL,6.863184,48.177639,81.613190,-6.673923,8.420304,-6.289665
43.577232,-3.748435,2.700452,0.997192,-3.950403,-3.007671,0.966632,0.969666,0.154007,-0.189728,0.966995,0.144791,-0.209641,0.858314,0.993056,0.498924,0.311733,0.064419,0.262303,NULL,6.835016,48.164371,81.630119,-6.645397,8.453377,-6.327833
43.599453,-3.748453,2.699777,0.996840,-3.950478,-3.008782,0.966983,0.968307,0.164932,-0.187500,0.965927,0.147247,-0.212799,0.863706,0.997255,0.502561,0.312182,0.065909,0.261560,NULL,6.820398,48.163212,81.649429,-6.637712,8.521235,-6.331184
43.621674,-3.748528,2.699040,0.996703,-3.950702,-3.010074,0.967181,0.968018,0.167877,-0.186356,0.966476,0.147964,-0.209763,1.000000,1.000000,0.503994,0.312351,0.067066,0.262563,NULL,6.797464,48.164642,81.660690,-6.669137,8.588088,-6.322041
43.643894,-3.748594,2.698471,0.996674,-3.950974,-3.010731,0.967181,0.968369,0.167206,-0.185181,0.966614,0.154007,-0.204758,0.846887,0.995947,0.504278,0.312688,0.069232,0.263924,NULL,6.778093,48.162197,81.677238,-6.675666,8.667899,-6.306908
43.666115,-3.748612,2.697739,0.996478,-3.951703,-3.011694,0.967181,0.968765,0.164719,-0.185287,0.965332,0.158768,-0.207138,0.855899,0.986108,0.504145,0.312520,0.071241,0.262969,NULL,6.751458,48.159672,81.689133,-6.674222,8.738448,-6.277797
43.688335,-3.748612,2.696587,0.995355,-3.952423,-3.012566,0.967036,0.969315,0.162842,-0.184113,0.964691,0.162018,-0.207642,0.874035,0.999829,0.504486,0.311960,0.072796,0.262563,NULL,6.735597,48.152519,81.698959,-6.729751,8.764143,-6.266246
43.710556,-3.748612,2.696109,0.994505,-3.953119,-3.012885,0.966731,0.969696,0.163193,-0.181747,0.963394,0.165283,-0.210983,1.000000,1.000000,0.504962,0.311960,0.073933,0.261143,NULL,6.717889,48.135063,81.716164,-6.840482,8.842116,-6.299125
43.732777,-3.747531,2.704817,0.997946,-3.952822,-3.008435,0.971103,0.959824,0.176331,-0.218262,0.963501,0.161407,-0.213547,1.000000,1.000000,0.501416,0.303344,0.069581,0.263751,NULL,6.697099,48.115044,81.717323,-6.884980,8.893862,-6.352687
43.754997,-3.739862,2.735132,1.027242,-3.948338,-2.970691,0.999319,0.978409,0.098465,-0.181671,0.982208,0.092087,-0.163651,1.000000,1.000000,0.457329,0.337173,0.022629,0.301460,NULL,6.672806,48.091400,81.718948,-6.940446,8.886035,-6.373177
43.777218,-3.742021,2.760802,1.067804,-3.980867,-2.934274,1.051852,0.997345,-0.009171,-0.072113,0.997101,0.039597,-0.064819,1.000000,1.000000,0.411469,0.399715,-0.018988,0.365804,NULL,6.639542,48.060902,81.726418,-6.965765,8.891540,-6.394513
43.799438,-3.718356,2.775074,1.096143,-3.921912,-2.912807,1.068970,0.999649,0.000992,0.026260,0.999542,0.012405,0.027054,1.000000,1.000000,0.406206,0.455851,-0.042478,0.416737,NULL,6.614036,48.015396,81.729980,-7.000439,8.920336,-6.444881
43.821659,-3.645969,2.781520,1.083704,-3.896387,-2.912929,1.066547,0.997192,-0.012039,0.073853,0.998260,-0.004425,0.058548,1.000000,1.000000,0.396695,0.471961,-0.046964,0.428670,NULL,6.579902,47.972294,81.750504,-7.013330,9.026907,-6.549440
43.843880,-3.567270,2.779466,1.050067,-3.902403,-2.913852,1.054993,0.997498,-0.001129,0.070480,0.997971,0.016327,0.061295,1.000000,1.000000,0.398105,0.457127,-0.040399,0.419211,NULL,6.546491,47.924206,81.780861,-7.029270,9.195879,-6.678554
43.866100,-3.587367,2.781093,1.049649,-3.901444,-2.919826,1.049660,0.996796,-0.000198,0.079956,0.999161,0.013687,0.038544,1.000000,1.000000,0.397470,0.455749,-0.036681,0.408415,NULL,6.505795,47.875401,81.807968,-7.026505,9.351212,-6.839720
43.888321,-3.581040,2.779639,1.046228,-3.922133,-2.924100,1.051849,0.998566,0.006180,0.053055,0.999451,0.009903,0.031326,1.000000,1.000000,0.399590,0.446487,-0.034734,0.404409,NULL,6.460331,47.815590,81.833397,-7.014309,9.471443,-6.994699
43.910542,-3.648140,2.782143,1.059693,-3.924054,-2.925865,1.049553,0.999039,0.017502,0.040161,0.999466,0.019455,0.026169,1.000000,1.000000,0.402257,0.441863,-0.030801,0.400654,NULL,6.412845,47.758762,81.867867,-7.017712,9.645278,-7.171986
43.932762,-3.628845,2.779510,1.051315,-3.944893,-2.928902,1.052190,0.999039,0.025284,0.035416,0.999313,0.028076,0.023804,1.000000,1.000000,0.405571,0.437186,-0.026198,0.398414,NULL,6.361942,47.690147,81.909210,-7.032471,9.843975,-7.399993
43.954983,-3.633638,2.779004,1.049580,-3.900170,-2.929167,1.039206,0.998352,0.036453,0.044159,0.999451,0.020828,0.025543,1.000000,1.000000,0.409198,0.437637,-0.027705,0.396527,NULL,6.306368,47.605690,81.960129,-7.015603,10.081223,-7.630374
43.977203,-3.632373,2.778763,1.046123,-3.880112,-2.933824,1.030170,0.998825,0.038361,0.029449,0.999588,0.019882,0.020477,1.000000,1.000000,0.409399,0.430750,-0.024514,0.391338,NULL,6.236566,47.521568,82.000557,-7.024655,10.337757,-7.868897
43.999424,-3.675159,2.836049,1.051958,-3.974288,-2.877985,1.043633,0.996399,-0.083527,0.014282,0.998749,-0.049118,-0.008682,1.000000,1.000000,0.332922,0.420142,-0.086058,0.377994,NULL,6.184411,47.431438,82.041168,-7.092459,10.602632,-8.134971
44.021645,-3.722258,2.872472,1.054605,-3.876729,-2.838294,1.011635,0.988876,-0.148087,0.012985,0.993271,-0.114670,-0.015640,1.000000,1.000000,0.288598,0.411960,-0.132528,0.368896,NULL,6.132888,47.326836,82.081902,-7.182356,10.850123,-8.420142
44.043865,-3.699369,2.876747,1.038970,-3.898607,-2.833814,1.005284,0.989548,-0.144089,0.005539,0.989182,-0.140579,-0.041901,1.000000,1.000000,0.285637,0.401377,-0.143373,0.352667,NULL,6.089042,47.230061,82.109528,-7.277680,11.042967,-8.752634
44.066086,-3.702632,2.874516,1.038458,-3.878351,-2.838829,0.996738,0.989899,-0.134537,-0.044678,0.989395,-0.138977,-0.042023,1.000000,1.000000,0.289463,0.386485,-0.138887,0.349461,NULL,6.043150,47.132717,82.119934,-7.316809,11.176020,-9.099369
44.088306,-3.706713,2.871671,1.037653,-3.938284,-2.844518,1.008693,0.989624,-0.133499,-0.052811,0.991531,-0.123474,-0.040070,1.000000,1.000000,0.291855,0.382987,-0.131136,0.348759,NULL,6.004606,47.046860,82.111214,-7.333465,11.232040,-9.397303
44.110527,-3.696079,2.869945,1.035361,-3.946866,-2.846669,1.010283,0.989548,-0.136871,-0.045044,0.990845,-0.130798,-0.033081,1.000000,1.000000,0.292135,0.385231,-0.131719,0.350542,NULL,5.981542,46.958382,82.110359,-7.369968,11.215785,-9.633445
44.132748,-3.703740,2.868320,1.036414,-3.930654,-2.849787,1.006105,0.990616,-0.125214,-0.054611,0.990982,-0.129639,-0.033463,1.000000,1.000000,0.296439,0.382099,-0.128732,0.350015,NULL,5.948567,46.882484,82.096710,-7.449273,11.170918,-9.831127
44.154968,-3.713681,2.823316,1.025221,-4.059009,-2.887731,1.022559,0.994064,-0.084732,-0.068008,0.996262,-0.071548,-0.048126,1.000000,1.000000,0.340849,0.369387,-0.085430,0.335498,NULL,5.930630,46.814381,82.081100,-7.561750,11.141547,-9.997628
44.177189,-3.708754,2.724091,0.972939,-3.967088,-2.970857,0.960104,0.986343,0.065521,-0.151047,0.985214,0.074326,-0.154312,1.000000,1.000000,0.454116,0.309189,0.017761,0.271661,NULL,5.921368,46.750942,82.075523,-7.671906,11.068341,-10.091971
44.199409,-3.717944,2.675055,0.939847,-3.975093,-3.007256,0.927983,0.946487,0.184479,-0.264801,0.953735,0.181595,-0.239594,1.000000,1.000000,0.523274,0.251607,0.074248,0.219679,NULL,5.925190,46.712658,82.069069,-7.808949,11.045208,-10.122153
44.221630,-3.726315,2.656754,0.925099,-3.982027,-3.030692,0.915324,0.921707,0.217560,-0.321106,0.934250,0.197998,-0.296555,1.000000,1.000000,0.546343,0.222104,0.096086,0.191695,NULL,5.929173,46.692966,82.058517,-7.959366,11.030550,-10.128864
44.243851,-3.724907,2.664539,0.921346,-3.984387,-3.034670,0.915881,0.921371,0.211456,-0.326080,0.932297,0.204742,-0.298141,1.000000,1.000000,0.538087,0.218085,0.100918,0.191102,NULL,5.935226,46.683998,82.033707,-8.099255,10.959400,-10.129257
44.266071,-3.724239,2.672740,0.923709,-3.984961,-3.038278,0.915260,0.922226,0.228027,-0.312210,0.934280,0.193237,-0.299576,1.000000,1.000000,0.536449,0.223840,0.100366,0.190276,NULL,5.952740,46.679985,82.022644,-8.236026,10.902136,-10.101427
44.288292,-3.723871,2.670549,0.923029,-3.984710,-3.039093,0.913185,0.924225,0.216080,-0.314804,0.933990,0.188751,-0.303345,1.000000,1.000000,0.534734,0.222971,0.099724,0.187800,NULL,5.979314,46.683098,82.014687,-8.300941,10.835917,-10.072196
44.310513,-3.723335,2.673294,0.923500,-3.985196,-3.039093,0.913185,0.926453,0.214172,-0.309525,0.932724,0.200119,-0.299911,1.000000,1.000000,0.532056,0.224967,0.102903,0.188564,NULL,6.006063,46.691719,82.005920,-8.309547,10.726368,-9.984403
44.332733,-3.723146,2.675041,0.922780,-3.985552,-3.039378,0.913409,0.929047,0.216339,-0.300095,0.933746,0.195221,-0.299988,1.000000,1.000000,0.531327,0.227346,0.101748,0.188719,NULL,6.042288,46.714180,81.985222,-8.298687,10.592373,-9.882815
44.354954,-3.722893,2.675735,0.923500,-3.985605,-3.039806,0.913449,0.927704,0.217361,-0.303467,0.934326,0.196045,-0.297638,1.000000,1.000000,0.531050,0.226989,0.102296,0.189430,NULL,6.085497,46.748283,81.959274,-8.290975,10.443455,-9.784663
44.377174,-3.722849,2.675800,0.923637,-3.985619,-3.039848,0.913551,0.928421,0.216019,-0.302246,0.934937,0.192337,-0.298126,1.000000,1.000000,0.530638,0.227447,0.101290,0.189430,NULL,6.123519,46.793457,81.926750,-8.291661,10.267789,-9.643000
44.399395,-3.722806,2.675850,0.923731,-3.985633,-3.039896,0.913686,0.929947,0.213898,-0.299057,0.936981,0.190933,-0.292557,1.000000,1.000000,0.530035,0.228525,0.100939,0.191258,NULL,6.162487,46.852127,81.878876,-8.286333,10.040296,-9.454768
44.421616,-3.732314,2.648676,0.916582,-3.993258,-3.054164,0.914269,0.900650,0.257065,-0.350311,0.915909,0.252914,-0.311630,0.917642,0.997680,0.563777,0.205978,0.128866,0.183515,NULL,6.199238,46.909851,81.834152,-8.309760,9.806765,-9.260811
44.443836,-3.732660,2.649071,0.916917,-3.994205,-3.056848,0.911758,0.897583,0.261978,-0.354538,0.914413,0.243362,-0.323425,0.859720,0.973526,0.564848,0.205246,0.128183,0.177952,NULL,6.240979,46.952911,81.804840,-8.277470,9.579968,-9.082043
44.466057,-3.731450,2.653591,0.918318,-3.994056,-3.058080,0.913884,0.899460,0.262878,-0.349060,0.914612,0.241364,-0.324371,0.905051,0.981834,0.561513,0.207912,0.128545,0.179343,NULL,6.271975,46.996231,81.773994,-8.275020,9.369339,-8.900290
﻿44.488277,-3.729282,2.654202,0.921173,-3.993942,-3.059033,0.915379,0.904404,0.252502,-0.343933,0.916779,0.237549,-0.321030,0.898064,0.981232,0.558129,0.211995,0.128183,0.181583,NULL,6.297446,47.037029,81.744682,-8.310029,9.149086,-8.761268
44.510498,-3.729137,2.654202,0.921487,-3.993850,-3.058835,0.915633,0.906952,0.252243,-0.337326,0.916855,0.237045,-0.321198,0.881746,0.976201,0.558129,0.214216,0.127895,0.181742,NULL,6.331061,47.076283,81.723068,-8.347467,8.964903,-8.630877
44.532719,-3.728553,2.654120,0.922020,-3.993765,-3.058690,0.916243,0.909882,0.238373,-0.339493,0.920135,0.228165,-0.318237,0.895085,0.973173,0.554186,0.214040,0.125309,0.183291,NULL,6.365482,47.114265,81.709808,-8.324520,8.861214,-8.496026
44.554939,-3.725067,2.655788,0.926357,-3.993721,-3.057955,0.916419,0.909485,0.222153,-0.351379,0.921051,0.228104,-0.315598,0.887076,0.981126,0.548142,0.214393,0.124747,0.184230,NULL,6.395691,47.144966,81.697174,-8.326289,8.744082,-8.336852
44.577160,-3.724510,2.658585,0.926620,-3.993457,-3.057955,0.916721,0.910370,0.222672,-0.348740,0.921188,0.226349,-0.316452,0.919262,0.980834,0.546064,0.215306,0.124253,0.184252,NULL,6.428055,47.172379,81.692024,-8.325998,8.634615,-8.173353
44.599380,-3.724082,2.662685,0.924143,-3.992679,-3.052844,0.916974,0.917435,0.238525,-0.318420,0.921646,0.226303,-0.315186,0.885870,0.990143,0.547496,0.222344,0.120445,0.184920,NULL,6.466336,47.194897,81.692215,-8.301414,8.521310,-8.003273
44.621601,-3.724294,2.670780,0.925946,-3.988104,-3.044447,0.918259,0.907837,0.245880,-0.339630,0.928696,0.202637,-0.310532,0.891733,0.976346,0.542980,0.217016,0.107562,0.188361,NULL,6.512174,47.209896,81.686615,-8.303301,8.426479,-7.817266
44.643822,-3.724216,2.670865,0.925946,-3.987734,-3.042189,0.918558,0.915070,0.245438,-0.319962,0.930588,0.202866,-0.304672,0.879888,0.974651,0.542980,0.222901,0.105976,0.190542,NULL,6.545309,47.224964,81.689926,-8.276718,8.368122,-7.643909
44.666042,-3.723711,2.671373,0.925967,-3.988144,-3.040767,0.919273,0.916321,0.241226,-0.319595,0.928772,0.192841,-0.316483,0.904579,0.988438,0.541335,0.223256,0.102125,0.187577,NULL,6.580931,47.228588,81.694511,-8.221887,8.335241,-7.450736
44.688263,-3.721335,2.674579,0.926120,-3.987820,-3.039742,0.919420,0.920715,0.210068,-0.328842,0.932938,0.186447,-0.307968,0.888947,0.973808,0.529722,0.221474,0.099579,0.190451,NULL,6.614802,47.227810,81.693733,-8.213048,8.287054,-7.259763
44.710484,-3.721547,2.657497,0.933031,-3.988187,-3.047739,0.922539,0.918839,0.216827,-0.329697,0.931686,0.202988,-0.301239,0.899196,0.980480,0.545642,0.226505,0.110118,0.194405,NULL,6.653736,47.221867,81.690590,-8.288706,8.289786,-7.116846
44.732704,-3.743744,2.597756,0.938878,-3.998325,-3.093604,0.951292,0.923676,0.341125,-0.174423,0.913940,0.322357,-0.246521,0.732589,0.941647,0.635528,0.276333,0.177935,0.228449,NULL,6.702385,47.210003,81.692131,-8.351261,8.327878,-6.968451
44.754925,-3.746132,2.595331,0.935655,-3.998168,-3.099811,0.956223,0.922684,0.346542,-0.168961,0.915588,0.316391,-0.248138,0.702357,0.968095,0.639272,0.274863,0.180908,0.231831,NULL,6.748071,47.202679,81.680733,-8.356528,8.270566,-6.770013
44.777145,-3.735135,2.606360,0.951125,-3.995961,-3.097647,0.954244,0.909927,0.350723,-0.221329,0.920929,0.301041,-0.247452,0.810198,0.990158,0.630739,0.272882,0.174921,0.231275,NULL,6.792200,47.196796,81.660805,-8.364384,8.131572,-6.516697
44.799366,-3.731713,2.613579,0.956291,-3.995893,-3.096263,0.954593,0.911133,0.353165,-0.212326,0.922852,0.304443,-0.235901,1.000000,1.000000,0.625728,0.280474,0.174856,0.235095,NULL,6.820468,47.187397,81.636604,-8.466887,7.992557,-6.295130
44.821587,-3.729643,2.618716,0.958423,-3.996001,-3.095194,0.954248,0.906006,0.350433,-0.237350,0.925369,0.298187,-0.233978,1.000000,1.000000,0.620117,0.274761,0.172299,0.235511,NULL,6.853218,47.166523,81.604393,-8.641800,7.864047,-6.103150
44.843807,-3.728951,2.620117,0.958423,-3.995368,-3.094602,0.954509,0.911255,0.338531,-0.234528,0.923248,0.296356,-0.244476,1.000000,1.000000,0.615311,0.275723,0.171323,0.232658,NULL,6.875081,47.148094,81.575768,-8.826688,7.764729,-5.940210
44.866028,-3.729283,2.621880,0.957478,-3.995391,-3.094443,0.954598,0.910980,0.349655,-0.218735,0.929123,0.276810,-0.245102,1.000000,1.000000,0.617434,0.279486,0.165701,0.232965,NULL,6.891553,47.135323,81.547714,-8.983987,7.723372,-5.809458
44.888248,-3.726630,2.625902,0.959456,-3.994907,-3.094286,0.954923,0.917969,0.330887,-0.218704,0.931473,0.269714,-0.244110,1.000000,1.000000,0.608333,0.281222,0.163588,0.233757,NULL,6.906213,47.121571,81.526398,-9.103861,7.713134,-5.660501
44.910469,-3.726169,2.628195,0.959756,-3.994907,-3.091634,0.955313,0.916779,0.330109,-0.224792,0.930267,0.273331,-0.244720,1.000000,1.000000,0.606053,0.279467,0.162629,0.233767,NULL,6.917722,47.110783,81.513252,-9.236377,7.733263,-5.512572
44.932690,-3.725270,2.629880,0.960252,-3.994551,-3.087732,0.955805,0.921539,0.314819,-0.227249,0.930710,0.274338,-0.241837,1.000000,1.000000,0.599975,0.279157,0.160015,0.235029,NULL,6.931170,47.103813,81.501236,-9.448578,7.719623,-5.423374
44.954910,-3.724417,2.631554,0.960825,-3.994466,-3.084604,0.956310,0.921234,0.315903,-0.226944,0.930725,0.276703,-0.239105,1.000000,1.000000,0.598906,0.279781,0.158357,0.236171,NULL,6.926756,47.101143,81.498795,-9.603345,7.718496,-5.369546
